Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
11258,"Deluzio, Christopher",22316,118,2023,PA,17,1,2022,0,53,0,0,17,0,0,0,0,2809,0,0,0,0,0,0,0,0,1,1,1,220,127,100,"DELUZIO, Chris",D000530,1984,,1,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,1,1,2,22,0,2,0,0,22,0,2,0,0,0,1,2,,,127
11259,"DesJarlais, Scott",21179,118,2023,TN,4,0,2010,0,71,1,0,9,0,0,0,0,5041,0,0,0,0,1,0,0,0,0,0,7,228,227,200,"DESJARLAIS, Scott",D000616,1964,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,4,0,0,0,0,1,0,1,0,0,227
11260,"Diaz-Balart, Mario",20316,118,2023,FL,26,0,2002,0,71,0,0,28,0,1,0,1,5041,1,0,1,0,1,0,0,0,0,0,11,228,122,200,"DIAZ-BALART, Mario",D000600,1961,,1,0,0,0,0,8,0,0,0,0,3,0,3,3,0,1,1,0,0,0,0,8,0,0,0,0,3,0,3,3,1,2,1,1,2,12,3,0,3,1,12,3,0,3,0,2,1,2,0,0,84
11261,"Dingell, Debbie",21529,118,2023,MI,6,1,2014,1,66,0,0,13,0,0,0,0,4356,0,0,0,0,0,0,0,1,1,0,5,220,79,100,"DINGELL, Debbie",D000624,1953,,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,0,1,1,2,44,0,1,1,0,44,0,1,1,0,1,1,2,3,2,90
11262,"Doggett, Lloyd",29571,118,2023,TX,37,1,1994,0,77,0,0,38,0,0,0,0,5929,1,0,1,0,0,0,0,1,1,0,15,220,129,100,"DOGGETT, Lloyd Alton, II",D000399,1946,,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,0,1,1,2,21,0,1,1,0,21,0,1,1,0,1,1,2,2,1,132
11263,"Donalds, Byron",22111,118,2023,FL,19,0,2020,0,68,1,0,28,0,0,1,0,4624,0,0,1,0,1,0,0,0,0,0,2,228,31,200,"DONALDS, Byron",D000032,1978,,0,0,0,0,0,66,5,5,3,1,2,1,2,1,0,3,0,0,0,0,0,66,5,5,3,1,2,1,2,1,0,2,1,2,3,68,4,6,7,1,68,4,6,7,1,1,2,3,0,0,41
11264,"Duarte, John",22317,118,2023,CA,13,0,2022,0,50,0,0,52,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,1,1,228,180,200,"DUARTE, John",D000633,1966,,0,0,0,0,0,15,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,15,4,2,1,0,0,0,0,0,0,1,1,0,1,15,1,4,2,0,15,1,4,2,0,1,0,1,,,183
11265,"Duncan, Jeff",21174,118,2023,SC,3,0,2010,0,98,1,0,7,0,1,0,0,9604,0,0,1,0,1,0,0,1,0,0,7,228,66,200,"DUNCAN, Jeff",D000615,1966,,1,0,0,0,0,24,5,5,2,0,2,1,2,2,0,2,1,0,0,0,0,24,5,5,2,0,2,1,2,2,0,2,1,1,2,27,4,6,7,0,27,4,6,7,0,1,1,2,1,1,77
11266,"Dunn, Neal",21714,118,2023,FL,2,0,2016,0,60,1,0,28,0,0,0,0,3600,0,0,0,0,1,0,0,0,0,0,4,228,190,200,"DUNN, Neal Patrick",D000628,1953,,2,0,0,0,0,18,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,18,3,1,1,0,0,0,0,0,0,0,1,0,1,20,1,3,1,0,20,1,3,1,0,1,0,1,0,0,194
11267,"Edwards, Chuck",22318,118,2023,NC,11,0,2022,0,54,0,0,14,0,0,0,0,2916,0,0,1,0,1,0,0,0,0,1,1,228,126,200,"EDWARDS, Chuck",E000246,1960,,0,0,0,0,0,25,3,2,1,0,1,1,1,1,0,1,0,0,0,0,0,25,3,3,3,2,1,1,1,1,0,2,1,2,3,26,4,4,4,2,26,2,4,3,0,1,1,2,,,71
11268,"Ellzey, Jake",22160,118,2023,TX,6,0,2021,0,100,1,1,38,0,0,0,0,10000,1,0,1,0,1,0,0,0,0,0,2,228,214,200,"ELLZEY, Jake",E000071,1970,,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,2,1,1,1,0,1,0,1,0,0,215
11269,"Emmer, Tom",21531,118,2023,MN,6,0,2014,0,62,0,0,8,0,0,0,0,3844,0,0,1,0,1,1,0,0,0,0,5,228,165,200,"EMMER, Thomas Earl II",E000294,1961,,0,0,0,0,0,11,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,11,1,1,0,0,1,1,1,1,0,1,1,1,2,12,1,2,2,0,12,1,2,2,0,1,1,2,1,1,170
11270,"Escobar, Veronica",21917,118,2023,TX,16,1,2018,1,63,0,0,38,0,0,0,1,3969,0,0,0,0,0,0,0,1,1,0,3,220,189,100,"ESCOBAR, Veronica",E000299,1969,,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,15,0,0,0,0,1,0,1,1,1,189
11271,"Eshoo, Anna",29312,118,2023,CA,18,1,1992,1,58,0,0,52,0,0,0,0,3364,0,0,0,0,0,0,0,1,1,0,16,220,32,100,"ESHOO, Anna Georges",E000215,1942,,0,0,0,0,0,28,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,28,3,4,3,0,0,0,0,0,0,1,1,2,3,28,3,3,4,0,28,3,3,4,0,1,2,3,2,1,38
11272,"Espaillat, Adriano",21715,118,2023,NY,13,1,2016,0,99,-1,0,26,0,0,1,0,9801,1,0,1,0,0,0,0,1,1,0,4,220,15,100,"ESPAILLAT, Adriano J.",E000297,1954,,1,0,0,0,0,39,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,39,1,2,2,1,0,0,0,0,0,1,1,2,3,40,2,1,2,1,40,2,1,2,1,1,3,3,1,1,36
11273,"Estes, Ron",21750,118,2023,KS,4,0,2017,0,63,1,0,4,0,0,0,0,3969,1,0,0,0,1,0,0,0,0,0,4,228,194,200,"ESTES, Ron",E000298,1956,,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,1,0,1,14,0,3,3,0,14,0,3,3,0,1,0,1,0,1,197
11274,"Evans, Dwight",21566,118,2023,PA,3,1,2016,0,95,0,0,17,0,0,1,0,9025,1,0,1,0,0,0,0,1,1,0,4,220,203,100,"EVANS, Dwight",E000296,1954,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,8,0,0,0,0,1,0,1,0,1,203
11275,"Ezell, Mike",22319,118,2023,MS,4,0,2022,0,73,1,0,4,0,0,0,0,5329,0,0,0,0,1,0,0,0,0,1,1,228,182,200,"EZELL, Mike",E000235,1959,,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,1,1,0,1,11,0,4,4,0,11,0,4,4,0,1,0,1,,,188
11276,"Fallon, Pat",22112,118,2023,TX,4,0,2020,0,67,1,0,38,0,1,0,0,4489,0,0,1,0,1,0,0,1,0,0,2,228,154,200,"FALLON, Pat",F000246,1967,,0,0,0,0,0,19,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,19,1,2,1,1,1,1,1,1,0,1,1,1,2,20,2,2,3,1,20,1,2,2,0,1,1,2,0,0,116
11277,"Feenstra, Randy",22113,118,2023,IA,4,0,2020,0,67,0,0,4,0,0,0,0,4489,1,0,1,0,1,0,0,0,0,0,2,228,88,200,"FEENSTRA, Randy",F000446,1969,,0,0,0,0,0,46,4,4,1,1,0,0,0,0,0,2,0,0,0,0,0,46,4,5,2,2,0,0,0,0,0,2,1,1,2,46,2,4,5,2,46,1,4,4,1,1,1,2,0,0,79
11278,"Ferguson, Drew",21717,118,2023,GA,3,0,2016,0,69,1,0,14,0,1,0,0,4761,1,0,0,0,1,0,0,0,0,0,4,228,170,200,"FERGUSON, Anderson Drew IV",F000465,1967,,2,1,1,1,1,15,2,2,1,0,0,0,0,0,0,1,2,1,1,1,1,15,2,2,1,0,0,0,0,0,0,1,1,0,1,17,2,3,3,1,17,2,3,3,1,1,0,1,0,0,189
11279,"Finstad, Brad",22167,118,2023,MN,1,0,2022,0,54,1,0,8,0,1,0,0,2916,0,0,1,0,1,0,0,0,0,0,2,228,160,200,"FINSTAD, Brad",F000475,1976,,2,0,0,0,0,27,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,27,0,0,0,0,1,1,1,1,0,1,1,0,1,30,1,1,1,0,30,1,1,1,0,1,0,1,0,0,165
11280,"Fischbach, Michelle",22114,118,2023,MN,7,0,2020,1,67,1,0,8,0,1,0,0,4489,1,0,1,0,1,0,0,0,0,0,2,228,116,200,"FISCHBACH, Michelle",F000470,1965,,1,1,1,1,1,15,4,3,0,0,1,1,1,1,0,1,1,1,1,1,1,15,4,3,0,0,1,1,1,1,0,1,1,1,2,17,2,6,5,1,17,2,6,5,1,1,1,2,1,1,127
11281,"Fitzgerald, Scott",22115,118,2023,WI,5,0,2020,0,64,1,0,8,0,0,0,0,4096,0,0,1,0,1,0,0,0,0,0,2,228,49,200,"FITZGERALD, Scott",F000471,1963,,1,1,1,1,1,22,7,6,1,0,2,2,2,2,0,2,1,1,1,1,1,22,7,6,1,0,2,2,2,2,0,2,1,2,3,25,4,10,9,1,25,4,10,9,1,1,2,3,1,1,54
11282,"Fitzpatrick, Brian",21718,118,2023,PA,1,0,2016,0,55,0,0,17,0,1,0,0,3025,1,0,0,0,1,0,0,0,0,0,4,228,110,200,"FITZPATRICK, Brian K.",F000466,1973,,2,1,1,1,1,53,5,5,0,0,1,0,0,0,0,1,2,1,1,1,1,53,5,5,0,0,1,0,1,1,1,2,1,1,2,56,2,6,7,2,56,1,6,6,1,1,1,2,0,1,55
11283,"Fleischmann, Charles",21178,118,2023,TN,3,0,2010,0,68,0,0,9,0,1,0,0,4624,1,0,0,0,1,0,0,0,0,0,7,228,161,200,"FLEISCHMANN, Chuck",F000459,1962,,1,0,0,0,0,5,0,1,1,0,2,0,2,1,0,1,1,0,0,0,0,5,0,1,1,0,2,0,2,1,1,1,1,1,2,8,2,0,3,1,8,2,0,3,0,1,0,1,0,0,114
11284,"Fletcher, Lizzie",21919,118,2023,TX,7,1,2018,1,64,0,1,38,0,0,0,0,4096,0,0,0,0,0,0,0,1,1,0,3,220,199,100,"FLETCHER, Elizabeth",F000468,1975,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,10,0,0,0,0,1,0,1,2,1,199
11285,"Flood, Mike",22166,118,2023,NE,1,0,2022,0,58,0,1,3,0,0,0,0,3364,0,0,1,0,1,0,0,0,0,0,2,228,150,200,"FLOOD, Mike",F000474,1975,,0,0,0,0,0,15,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,15,1,1,1,0,1,1,1,1,0,1,1,1,2,16,2,2,2,0,16,2,2,2,0,1,1,2,0,0,160
11286,"Fong, Vince",22378,118,2023,CA,20,0,2024,0,61,0,1,52,0,0,0,0,3721,0,0,1,1,1,0,0,0,0,1,1,228,218,200,"FONG, Vince",F000480,1979,,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,1,3,0,2,1,0,3,0,2,1,0,1,0,1,,,217
11287,"Foster, Bill",20749,118,2023,IL,11,1,2012,0,56,0,0,17,0,0,0,0,3136,0,0,0,0,0,0,0,0,1,0,6,220,103,100,"FOSTER, Bill",F000454,1955,,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,1,1,2,28,0,1,1,0,28,0,1,1,0,1,1,2,1,1,111
11288,"Foushee, Valerie",22320,118,2023,NC,4,1,2022,1,67,-1,0,14,0,0,1,0,4489,0,0,1,0,0,0,0,1,1,1,1,220,175,100,"FOUSHEE, Valerie",F000477,1956,,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1,1,0,5,0,1,1,0,0,0,1,,,175
11289,"Foxx, Virginia",20521,118,2023,NC,5,0,2004,1,63,1,0,14,0,0,0,0,3969,0,1,1,0,1,0,0,0,0,0,10,228,131,200,"FOXX, Virginia Ann",F000450,1943,,0,0,0,0,0,19,5,6,2,0,0,0,0,0,0,1,0,0,0,0,0,19,5,6,2,0,0,0,0,0,0,1,2,0,1,19,2,5,6,0,19,2,5,6,0,3,0,1,1,1,138
11290,"Frankel, Lois",21321,118,2023,FL,22,1,2012,1,55,0,0,28,0,0,0,0,3025,1,0,1,0,0,0,0,1,1,0,6,220,169,100,"FRANKEL, Lois",F000462,1948,,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,1,1,1,5,1,1,1,1,1,0,1,0,0,187
11291,"Franklin, C. Scott",22116,118,2023,FL,18,0,2020,0,75,1,0,28,0,0,0,0,5625,1,0,0,0,1,0,0,0,0,0,2,228,149,200,"FRANKLIN, C. Scott",F000472,1964,,1,1,1,1,1,20,4,3,1,0,0,0,0,0,0,1,1,1,1,1,1,20,4,3,1,0,0,0,0,0,0,1,1,1,2,21,2,5,4,1,21,2,5,4,1,1,1,2,0,0,161
11292,"Frost, Maxwell",22321,118,2023,FL,10,1,2022,0,59,0,-1,28,0,0,1,1,3481,0,0,0,0,0,0,0,1,1,1,1,220,136,100,"FROST, Maxwell",F000476,1997,,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,1,1,2,19,0,1,1,0,19,0,1,1,0,0,1,2,,,139
11293,"Fry, Russell",22322,118,2023,SC,7,0,2022,0,65,1,0,7,0,0,0,0,4225,0,0,1,0,1,0,0,0,0,1,1,228,72,200,"FRY, Russell",F000478,1985,,1,1,1,1,1,7,3,3,1,1,1,1,1,1,0,2,1,1,1,1,1,7,3,3,1,1,1,1,1,1,0,1,1,1,2,9,3,5,5,2,9,3,5,5,2,1,1,2,,,105
11294,"Fulcher, Russ",21920,118,2023,ID,1,0,2018,0,71,1,0,2,0,0,0,0,5041,0,0,1,0,1,0,0,0,0,0,3,228,101,200,"FULCHER, Russell",F000469,1973,,0,0,0,0,0,14,6,5,1,0,1,1,1,1,0,1,0,0,0,0,0,14,6,6,2,1,1,1,1,1,0,2,1,1,2,15,3,7,7,1,15,2,7,6,0,1,1,2,0,0,78
11295,"Gaetz, Matt",21719,118,2023,FL,1,0,2016,0,68,1,-1,28,0,0,0,0,4624,0,0,1,0,1,0,0,0,0,0,4,228,209,200,"GAETZ, Matthew L. II",G000578,1982,,0,0,0,0,0,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,1,0,0,0,0,0,1,0,1,28,0,0,1,0,28,0,0,1,0,1,0,1,0,0,211
11296,"Gallagher, Mike",21720,118,2023,WI,8,0,2016,0,72,0,0,8,0,1,0,0,5184,0,1,0,0,1,0,0,0,0,0,4,228,93,200,"GALLAGHER, Michael",G000579,1984,,0,0,0,0,0,40,1,1,0,0,2,2,2,2,0,1,0,0,0,0,0,40,1,2,1,1,2,2,2,2,2,3,3,1,2,42,3,3,4,3,42,2,3,3,0,3,0,1,0,1,20
11297,"Gallego, Ruben",21502,118,2023,AZ,3,1,2014,0,77,0,0,9,0,0,0,1,5929,0,0,1,0,0,0,0,1,1,0,5,220,21,100,"GALLEGO, Ruben",G000574,1979,,0,0,0,0,0,42,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,42,1,2,2,2,0,0,0,0,0,1,1,2,3,42,2,1,2,2,42,1,1,1,1,1,2,3,1,2,17
11298,"Garamendi, John",20958,118,2023,CA,8,1,2009,0,76,0,0,52,0,0,0,0,5776,0,0,1,1,0,0,0,1,1,0,8,220,111,100,"GARAMENDI, John",G000559,1945,,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,1,2,40,0,0,0,0,40,0,0,0,0,1,1,2,2,2,116
11299,"Garbarino, Andrew",22117,118,2023,NY,2,0,2020,0,61,0,0,26,0,1,0,0,3721,0,0,1,0,1,0,0,0,0,0,2,228,125,200,"GARBARINO, Andrew R.",G000597,1984,,0,0,0,0,0,31,3,3,0,0,1,1,1,1,0,1,0,0,0,0,0,31,3,3,0,0,1,1,1,1,0,1,1,1,2,32,1,4,4,0,32,1,4,4,0,1,1,2,1,1,130
11300,"Garcia, Jesus",21921,118,2023,IL,4,1,2018,0,68,0,-1,17,0,0,0,1,4624,0,0,1,0,0,0,0,1,1,0,3,220,195,100,"GARCÍA, Jesús",G000586,1956,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,11,0,0,0,0,1,0,1,1,1,195
11301,"Garcia, Mike",21988,118,2023,CA,27,0,2020,0,53,0,0,52,0,0,0,1,2809,1,0,0,0,1,0,0,0,0,0,3,228,40,200,"GARCIA, Mike",G000061,1976,,1,1,1,1,1,22,4,5,4,1,1,1,1,1,0,2,1,1,1,1,1,22,4,5,4,1,1,1,1,1,0,2,1,2,3,24,6,6,7,2,24,6,6,7,2,1,2,3,0,0,64
11302,"Garcia, Robert",22323,118,2023,CA,42,1,2022,0,68,0,-1,52,0,0,0,1,4624,0,0,0,0,0,0,0,1,1,1,1,220,19,100,"GARCIA, Robert",G000598,1977,,2,0,0,0,0,18,3,3,1,1,0,0,0,0,0,1,2,0,0,0,0,18,3,3,1,1,0,0,0,0,0,1,1,2,3,20,1,3,3,1,20,1,3,3,1,0,2,3,,,42
11303,"Garcia, Sylvia",21922,118,2023,TX,29,1,2018,1,71,-1,0,38,0,0,0,1,5041,0,0,1,0,0,0,0,1,1,0,3,220,100,100,"GARCIA, Sylvia",G000587,1950,,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0,1,1,2,17,1,1,1,0,17,1,1,1,0,1,1,2,2,1,112
11304,"Gimenez, Carlos",22118,118,2023,FL,28,0,2020,0,64,0,0,28,0,1,0,1,4096,0,0,0,0,1,0,0,0,0,0,2,228,176,200,"GIMENEZ, Carlos A.",G000593,1954,,1,0,0,0,0,17,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,17,3,3,1,0,0,0,0,0,0,1,1,0,1,18,1,3,3,0,18,1,3,3,0,1,0,1,1,1,182
11305,"Golden, Jared",21923,118,2023,ME,2,1,2018,0,48,0,0,2,0,0,0,0,2304,0,0,1,0,0,0,0,0,1,0,3,220,122,100,"GOLDEN, Jared",G000592,1982,,1,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,1,1,2,23,0,1,1,0,23,0,1,1,0,1,1,2,1,1,124
11306,"Goldman, Daniel",22324,118,2023,NY,10,1,2022,0,83,0,0,26,0,0,0,0,6889,0,0,0,0,0,0,0,1,1,1,1,220,148,100,"GOLDMAN, Daniel",G000599,1976,,1,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,2,1,1,0,0,0,0,0,1,1,1,2,16,1,1,2,1,16,0,1,1,0,0,1,2,,,69
11307,"Gomez, Jimmy",21754,118,2023,CA,34,1,2017,0,51,-1,0,52,0,0,0,1,2601,0,0,0,0,0,0,0,1,1,0,4,220,114,100,"GOMEZ, Jimmy",G000585,1974,,2,2,2,2,1,14,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,14,0,0,0,0,0,0,0,0,0,0,1,1,2,16,2,2,2,2,16,2,2,2,1,1,1,2,0,1,122
11308,"Gonzales, Tony",22119,118,2023,TX,23,0,2020,0,56,0,0,38,0,0,0,1,3136,1,0,0,0,1,0,0,0,0,0,2,228,77,200,"GONZALES, Tony",G000594,1980,,1,0,0,0,0,28,4,5,3,1,0,0,0,0,0,2,1,0,0,0,0,28,4,6,4,2,0,0,0,0,0,2,1,1,2,29,4,4,6,2,29,3,4,5,1,1,1,2,0,0,76
11309,"Gonzalez, Vicente",21722,118,2023,TX,34,1,2016,0,53,0,1,38,0,0,0,1,2809,0,0,0,0,0,0,0,1,1,0,4,220,167,100,"GONZALEZ, Vicente Jr.",G000581,1967,,1,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1,0,1,1,7,1,0,1,1,1,0,1,0,0,186
11310,"Gonzalez-Colon, Jenniffer",,118,2023,PR,0,0,2016,1,44,0,0,1,0,0,0,1,1936,0,0,1,,1,0,0,0,0,0,4,228,68,200,.,G000582,1976,,2,0,0,0,0,43,3,4,4,1,0,0,0,0,0,2,2,0,0,0,0,43,3,4,4,1,0,0,0,0,0,1,1,1,2,45,4,3,4,1,45,4,3,4,1,1,1,2,1,1,94
11311,"Good, Bob",22120,118,2023,VA,5,0,2020,0,58,1,-1,11,0,1,0,0,3364,0,0,0,0,1,0,0,1,0,0,2,228,85,200,"GOOD, Bob",G000595,1965,,1,0,0,0,0,46,6,6,0,0,1,1,1,1,0,2,1,0,0,0,0,46,6,6,0,0,1,1,1,1,0,2,1,1,2,48,1,7,7,0,48,1,7,7,0,1,1,2,0,0,88
11312,"Gooden, Lance",21925,118,2023,TX,5,0,2018,0,64,1,0,38,0,0,0,0,4096,0,0,1,0,1,0,0,1,0,0,3,228,117,200,"GOODEN, Lance",G000589,1982,,0,0,0,0,0,13,1,1,0,0,2,2,2,2,0,1,0,0,0,0,0,13,1,1,0,0,2,2,2,2,0,1,1,1,2,15,2,3,3,0,15,2,3,3,0,1,1,2,0,0,122
11313,"Gosar, Paul",21103,118,2023,AZ,9,0,2010,0,98,1,-1,9,0,1,0,0,9604,0,0,0,0,1,0,0,1,0,0,6,228,29,200,"GOSAR, Paul",G000565,1958,,0,0,0,0,0,19,3,3,1,1,1,0,1,1,1,3,0,0,0,0,0,19,3,3,1,1,1,0,1,1,1,2,1,1,2,20,2,3,4,2,20,2,3,4,2,1,2,3,0,0,75
11314,"Gottheimer, Josh",21723,118,2023,NJ,5,1,2016,0,55,0,0,12,0,0,0,0,3025,0,0,0,0,0,0,0,0,1,0,4,220,67,100,"GOTTHEIMER, Josh S.",G000583,1975,,0,0,0,0,0,40,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40,1,2,2,1,0,0,0,0,0,1,1,2,3,40,2,1,2,1,40,1,1,1,0,1,1,2,1,2,34
11315,"Granger, Kay",29762,118,2023,TX,12,0,1996,1,64,0,0,38,0,0,0,0,4096,1,1,0,0,1,0,0,0,0,0,14,228,4,200,"GRANGER, Kay",G000377,1943,,0,0,0,0,0,1,0,0,0,0,4,0,4,4,3,5,0,0,0,0,0,1,0,0,0,0,4,0,4,4,3,3,2,1,2,5,4,0,4,3,5,4,0,4,3,3,2,3,0,0,19
11316,"Graves, Garret",21523,118,2023,LA,6,0,2014,0,80,0,0,6,0,1,0,0,6400,0,0,0,0,1,1,0,0,0,0,5,228,9,200,"GRAVES, Garret",G000577,1972,,0,0,0,0,0,20,10,7,0,0,2,1,2,2,2,4,0,0,0,0,0,20,10,8,1,1,2,1,2,2,2,3,1,2,3,22,3,11,10,3,22,2,11,9,2,1,3,3,1,1,14
11317,"Graves, Sam",20124,118,2023,MO,6,0,2000,0,70,0,0,8,0,0,0,0,4900,0,1,1,0,1,0,0,0,0,0,12,228,1,200,"GRAVES, Samuel",G000546,1963,,0,0,0,0,0,10,4,4,1,1,7,5,7,7,3,8,0,0,0,0,0,10,4,5,2,2,7,5,7,7,5,7,2,3,3,17,9,9,12,7,17,8,9,11,4,3,3,3,2,2,1
11318,"Green, Al",20529,118,2023,TX,9,1,2004,0,77,0,0,38,0,0,1,0,5929,0,0,0,0,0,0,0,1,1,0,10,220,130,100,"GREEN, Al",G000553,1947,,2,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,1,1,2,22,0,1,1,0,22,0,1,1,0,1,1,2,2,2,135
